lemma	past_tense	verb_type
ひきつづく	ひきつづいた	1																							
ひきさく	ひきさいた	1																							
はりつく	はりついた	1																							
はじく	はじいた	1																							
うろつく	うろついた	1																							
こころつく	こころついた	1																							
しのびなく	しのびないた	1																							
おじけづく	おじけづいた	1																							
おもいつく	おもいついた	1																							
おそれおののく	おそれおののいた	1																							
いぶく	いぶいた	1																							
いきまく	いきまいた	1																							
かんづく	かんづいた	1																							
なつく	なついた	1																							
わななく	わなないた	1																							
おののく	おののいた	1																							
てまねく	てまねいた	1																							
うちぬく	うちぬいた	1																							
うちかく	うちかいた	1																							
うちくだく	うちくだいた	1																							
しごく	しごいた	1																							
ぬく	ぬいた	1																							
すっぱぬく	すっぱぬいた	1																							
くりぬく	くりぬいた	1																							
いだく	いだいた	1																							
だきつく	だきついた	1																							
おしいただく	おしいただいた	1																							
まねく	まねいた	1																							
こまねく	こまねいた	1																							
もちあるく	もちあるいた	1																							
くじく	くじいた	1																							
ふりむく	ふりむいた	1																							
ふりまく	ふりまいた	1																							
ふりほどく	ふりほどいた	1																							
はく	はいた	1																							
さばく	さばいた	1																							
すえおく	すえおいた	1																							
ほりぬく	ほりぬいた	1																							
おく	おいた	1																							
かく	かいた	1																							
かきくどく	かきくどいた	1																							
かきいだく	かきいだいた	1																							
かっさばく	かっさばいた	1																							
もみしだく	もみしだいた	1																							
えがく	えがいた	1																							
ゆれうごく	ゆれうごいた	1																							
ゆらめく	ゆらめいた	1																							
ばらまく	ばらまいた	1																							
すりむく	すりむいた	1																							
もどく	もどいた	1																							
こく	こいた	1																							
ちりしく	ちりしいた	1																							
ときめく	ときめいた	1																							
あばく	あばいた	1																							
かきぬく	かきぬいた	1																							
ありつく	ありついた	1																							
そめぬく	そめぬいた	1																							
ねづく	ねづいた	1																							
たなびく	たなびいた	1																							
たてつく	たてついた	1																							
あざむく	あざむいた	1																							
しょうきづく	しょうきづいた	1																							
ほっつきあるく	ほっつきあるいた	1																							
あるく	あるいた	1																							
ことさらめく	ことさらめいた	1																							
どくづく	どくづいた	1																							
きづく	きづいた	1																							
みづつく	みづついた	1																							
わく	わいた	1																							
なきつく	なきついた	1																							
なく	ないた	1																							
なきわめく	なきわめいた	1																							
すすりなく	すすりないた	1																							
ながれあるく	ながれあるいた	1																							
ながれつく	ながれついた	1																							
うく	ういた	1																							
うかつく	うかついた	1																							
うかれあるく	うかれあるいた	1																							
かわく	かわいた	1																							
わたりあるく	わたりあるいた	1																							
うずまく	うずまいた	1																							
ゆがく	ゆがいた	1																							
ゆびく	ゆびいた	1																							
すく	すいた	1																							
もれきく	もれきいた	1																							
かずく	かずいた	1																							
やく	やいた	1																							
こげつく	こげついた	1																							
やけつく	やけついた	1																							
やきつく	やきついた	1																							
きらめく	きらめいた	1																							
もえつく	もえついた	1																							
つまびく	つまびいた	1																							
かたづく	かたづいた	1																							
ひしめく	ひしめいた	1																							
うまれつく	うまれついた	1																							
いきぬく	いきぬいた	1																							
さんけづく	さんけづいた	1																							
いなかめく	いなかめいた	1																							
とめおく	とめおいた	1																							
うろぬく	うろぬいた	1																							
うずく	うずいた	1																							
やみつく	やみついた	1																							
はぶく	はぶいた	1																							
たどりつく	たどりついた	1																							
またたく	またたいた	1																							
くだく	くだいた	1																							
やぶく	やぶいた	1																							
みがく	みがいた	1																							
あきめく	あきめいた	1																							
あく	あいた	1																							
そらうそぶく	そらうそぶいた	1																							
どづく	どづいた	1																							
どつく	どついた	1																							
つきぬく	つきぬいた	1																							
つきくだく	つきくだいた	1																							
つっつく	つっついた	1																							
たちはたらく	たちはたらいた	1																							
たちきく	たちきいた	1																							
たちのく	たちのいた	1																							
きずく	きずいた	1																							
ねばつく	ねばついた	1																							
ねばりつく	ねばりついた	1																							
ひもとく	ひもといた	1																							
くみつく	くみついた	1																							
くみしく	くみしいた	1																							
いわく	いわいた	1																							
むすびつく	むすびついた	1																							
からみつく	からみついた	1																							
つづく	つづいた	1																							
ねりあるく	ねりあるいた	1																							
えんづく	えんづいた	1																							
すがりつく	すがりついた	1																							
しまく	しまいた	1																							
はばたく	はばたいた	1																							
かんがえつく	かんがえついた	1																							
きく	きいた	1																							
ききおく	ききおいた	1																							
にくづく	にくづいた	1																							
そむく	そむいた	1																							
うすづく	うすづいた	1																							
いろめく	いろめいた	1																							
いろけづく	いろけづいた	1																							
めぶく	めぶいた	1																							
いらつく	いらついた	1																							
おちつく	おちついた	1																							
たく	たいた	1																							
もがく	もがいた	1																							
うごめく	うごめいた	1																							
いきとどく	いきとどいた	1																							
いきつく	いきついた	1																							
さく	さいた	1																							
みむく	みむいた	1																							
みぬく	みぬいた	1																							
みえすく	みえすいた	1																							
みひらく	みひらいた	1																							
のぞく	のぞいた	1																							
とく	といた	1																							
いいおく	いいおいた	1																							
よみとく	よみといた	1																							
つらぬく	つらぬいた	1																							
せつく	せついた	1																							
かいたたく	かいたたいた	1																							
おもむく	おもむいた	1																							
あがく	あがいた	1																							
ひざまずく	ひざまずいた	1																							
ふみしだく	ふみしだいた	1																							
ふみぬく	ふみぬいた	1																							
よろめく	よろめいた	1																							
けつまずく	けつまずいた	1																							
つまずく	つまずいた	1																							
かがやく	かがやいた	1																							
とどめく	とどめいた	1																							
とどろく	とどろいた	1																							
ほめく	ほめいた	1																							
ちかづく	ちかづいた	1																							
かえりざく	かえりざいた	1																							
おいつく	おいついた	1																							
おっつく	おっついた	1																							
おいぬく	おいぬいた	1																							
しぞく	しぞいた	1																							
そく	そいた	1																							
しりぞく	しりぞいた	1																							
どく	どいた	1																							
のく	のいた	1																							
さかまく	さかまいた	1																							
あそびあるく	あそびあるいた	1																							
とおのく	とおのいた	1																							
さびつく	さびついた	1																							
ながびく	ながびいた	1																							
ひらめく	ひらめいた	1																							
ひらく	ひらいた	1																							
まびく	まびいた	1																							
ふるいつく	ふるいついた	1																							
なびく	なびいた	1																							
ひびく	ひびいた	1																							
いただく	いただいた	1																							
うなずく	うなずいた	1																							
とびつく	とびついた	1																							
とびあるく	とびあるいた	1																							
とびのく	とびのいた	1																							
くいつく	くいついた	1																							
くらいつく	くらいついた	1																							
たべあるく	たべあるいた	1																							
のみあるく	のみあるいた	1																							
ぞめく	ぞめいた	1																							
おどろく	おどろいた	1																							
なりひびく	なりひびいた	1																							
あがりこむ	あがりこんだ	1																							
まるめこむ	まるめこんだ	1																							
のりくむ	のりくんだ	1																							
のりこむ	のりこんだ	1																							
つるむ	つるんだ	1																							
しくむ	しくんだ	1																							
しこむ	しこんだ	1																							
つけこむ	つけこんだ	1																							
やすむ	やすんだ	1																							
のびなやむ	のびなやんだ	1																							
たたずむ	たたずんだ	1																							
すみこむ	すみこんだ	1																							
かだむ	かだんだ	1																							
つかいこむ	つかいこんだ	1																							
しんじこむ	しんじこんだ	1																							
そばむ	そばんだ	1																							
ひがむ	ひがんだ	1																							
はかなむ	はかなんだ	1																							
いりくむ	いりくんだ	1																							
いれこむ	いれこんだ	1																							
はいりこむ	はいりこんだ	1																							
ひえこむ	ひえこんだ	1																							
すごむ	すごんだ	1																							
へこむ	へこんだ	1																							
だしおしむ	だしおしんだ	1																							
きりきざむ	きりきざんだ	1																							
きりくむ	きりくんだ	1																							
きりさいなむ	きりさいなんだ	1																							
きりこむ	きりこんだ	1																							
かりこむ	かりこんだ	1																							
すりこむ	すりこんだ	1																							
きざむ	きざんだ	1																							
きざみこむ	きざみこんだ	1																							
はさむ	はさんだ	1																							
わりこむ	わりこんだ	1																							
はげむ	はげんだ	1																							
いさむ	いさんだ	1																							
かちすすむ	かちすすんだ	1																							
いきおいこむ	いきおいこんだ	1																							
いそしむ	いそしんだ	1																							
つつむ	つつんだ	1																							
つつみこむ	つつみこんだ	1																							
いやしむ	いやしんだ	1																							
あやぶむ	あやぶんだ	1																							
とりかこむ	とりかこんだ	1																							
とりくむ	とりくんだ	1																							
とりこむ	とりこんだ	1																							
くちずさむ	くちずさんだ	1																							
たたきこむ	たたきこんだ	1																							
いなむ	いなんだ	1																							
ふくむ	ふくんだ	1																							
はにか​む	はにか​んだ	1																							
すいこむ	すいこんだ	1																							
ふきすさむ	ふきすさんだ	1																							
ふきこむ	ふきこんだ	1																							
よびこむ	よびこんだ	1																							
なごむ	なごんだ	1																							
あわれむ	あわれんだ	1																							
ついばむ	ついばんだ	1																							
よろこびいさむ	よろこびいさんだ	1																							
いとなむ	いとなんだ	1																							
なげきかなしむ	なげきかなしんだ	1																							
かむ	かんだ	1																							
つぐむ	つぐんだ	1																							
まわりこむ	まわりこんだ	1																							
ちなむ	ちなんだ	1																							
かこむ	かこんだ	1																							
かこいこむ	かこいこんだ	1																							
たれこむ	たれこんだ	1																							
うめこむ	うめこんだ	1																							
ぬりこむ	ぬりこんだ	1																							
うりおしむ	うりおしんだ	1																							
うりこむ	うりこんだ	1																							
このむ	このんだ	1																							
はらむ	はらんだ	1																							
とむ	とんだ	1																							
さしこむ	さしこんだ	1																							
こすむ	こすんだ	1																							
かさむ	かさんだ	1																							
さしはさむ	さしはさんだ	1																							
まきこむ	まきこんだ	1																							
すわりこむ	すわりこんだ	1																							
ひっつかむ	ひっつかんだ	1																							
ひきこむ	ひきこんだ	1																							
たゆむ	たゆんだ	1																							
たるむ	たるんだ	1																							
ゆるむ	ゆるんだ	1																							
はりこむ	はりこんだ	1																							
はずむ	はずんだ	1																							
あてこむ	あてこんだ	1																							
まちあぐむ	まちあぐんだ	1																							
まちのぞむ	まちのぞんだ	1																							
まどろむ	まどろんだ	1																							
ほほえむ	ほほえんだ	1																							
いむ	いんだ	1																							
しのびこむ	しのびこんだ	1																							
どなりこむ	どなりこんだ	1																							
おもいなやむ	おもいなやんだ	1																							
おもいこむ	おもいこんだ	1																							
せきこむ	せきこんだ	1																							
あやしむ	あやしんだ	1																							
ひるむ	ひるんだ	1																							
いきむ	いきんだ	1																							
くやむ	くやんだ	1																							
なやむ	なやんだ	1																							
かなしむ	かなしんだ	1																							
かじかむ	かじかんだ	1																							
いたむ	いたんだ	1																							
ほれこむ	ほれこんだ	1																							
おしむ	おしんだ	1																							
うつくしむ	うつくしんだ	1																							
いとおしむ	いとおしんだ	1																							
いつくしむ	いつくしんだ	1																							
つつしむ	つつしんだ	1																							
なれしたしむ	なれしたしんだ	1																							
なぐさむ	なぐさんだ	1																							
にくむ	にくんだ	1																							
うらむ	うらんだ	1																							
なつかしむ	なつかしんだ	1																							
うちしずむ	うちしずんだ	1																							
うちこむ	うちこんだ	1																							
はらいこむ	はらいこんだ	1																							
おさえこむ	おさえこんだ	1																							
なげこむ	なげこんだ	1																							
おりたたむ	おりたたんだ	1																							
おりこむ	おりこんだ	1																							
だきこむ	だきこんだ	1																							
かかえこむ	かかえこんだ	1																							
おしつつむ	おしつつんだ	1																							
おしこむ	おしこんだ	1																							
かつぎこむ	かつぎこんだ	1																							
こばむ	こばんだ	1																							
おがむ	おがんだ	1																							
もちこむ	もちこんだ	1																							
いどむ	いどんだ	1																							
はさみこむ	はさみこんだ	1																							
ふりこむ	ふりこんだ	1																							
ねじこむ	ねじこんだ	1																							
ほりこむ	ほりこんだ	1																							
つかむ	つかんだ	1																							
かいつまむ	かいつまんだ	1																							
かいこむ	かいこんだ	1																							
もむ	もんだ	1																							
もみこむ	もみこんだ	1																							
にぎりこむ	にぎりこんだ	1																							
つむ	つんだ	1																							
つまむ	つまんだ	1																							
たおむ	たおんだ	1																							
たわむ	たわんだ	1																							
とおむ	とおんだ	1																							
せめこむ	せめこんだ	1																							
ほうりこむ	ほうりこんだ	1																							
おしえこむ	おしえこんだ	1																							
かぞえこむ	かぞえこんだ	1																							
くれなずむ	くれなずんだ	1																							
かきこむ	かきこんだ	1																							
のぞむ	のぞんだ	1																							
しみこむ	しみこんだ	1																							
うえこむ	うえこんだ	1																							
たのしむ	たのしんだ	1																							
とどむ	とどんだ	1																							
やむ	やんだ	1																							
あゆむ	あゆんだ	1																							
いがむ	いがんだ	1																							
ひずむ	ひずんだ	1																							
ゆがむ	ゆがんだ	1																							
なぐりこむ	なぐりこんだ	1																							
くみこむ	くみこんだ	1																							
きめこむ	きめこんだ	1																							
しずむ	しずんだ	1																							
しずみこむ	しずみこんだ	1																							
とまりこむ	とまりこんだ	1																							
なきしずむ	なきしずんだ	1																							
なずむ	なずんだ	1																							
ぬかるむ	ぬかるんだ	1																							
そそぎこむ	そそぎこんだ	1																							
しゃれこむ	しゃれこんだ	1																							
ながしこむ	ながしこんだ	1																							
なみだぐむ	なみだぐんだ	1																							
すずむ	すずんだ	1																							
よどむ	よどんだ	1																							
すむ	すんだ	1																							
あたたむ	あたたんだ	1																							
ぬくむ	ぬくんだ	1																							
ぬるむ	ぬるんだ	1																							
ためこむ	ためこんだ	1																							
とけこむ	とけこんだ	1																							
すべりこむ	すべりこんだ	1																							
ぬめりこむ	ぬめりこんだ	1																							
にじむ	にじんだ	1																							
ひそむ	ひそんだ	1																							
もぐりこむ	もぐりこんだ	1																							
うるむ	うるんだ	1																							
とろむ	とろんだ	1																							
たきこむ	たきこんだ	1																							
てりこむ	てりこんだ	1																							
にこむ	にこんだ	1																							
うむ	うんだ	1																							
いけこむ	いけこんだ	1																							
もうしこむ	もうしこんだ	1																							
たたむ	たたんだ	1																							
たたみこむ	たたみこんだ	1																							
うとむ	うとんだ	1																							
しらむ	しらんだ	1																							
ぬすむ	ぬすんだ	1																							
もりこむ	もりこんだ	1																							
もくろむ	もくろんだ	1																							
ねむりこむ	ねむりこんだ	1																							
くらむ	くらんだ	1																							
きこむ	きこんだ	1																							
むつむ	むつんだ	1																							
にらむ	にらんだ	1																							
まつりこむ	まつりこんだ	1																							
うつりすむ	うつりすんだ	1																							
つみこむ	つみこんだ	1																							
つっこむ	つっこんだ	1																							
つきすすむ	つきすすんだ	1																							
すぼむ	すぼんだ	1																							
つぼむ	つぼんだ	1																							
くぼむ	くぼんだ	1																							
たちすくむ	たちすくんだ	1																							
たてこむ	たてこんだ	1																							
すくむ	すくんだ	1																							
ほくそえむ	ほくそえんだ	1																							
えむ	えんだ	1																							
まぎれこむ	まぎれこんだ	1																							
くむ	くんだ	1																							
しぼりこむ	しぼりこんだ	1																							
からむ	からんだ	1																							
しめこむ	しめこんだ	1																							
あむ	あんだ	1																							
あみこむ	あみこんだ	1																							
ねりこむ	ねりこんだ	1																							
ぬいこむ	ぬいこんだ	1																							
ちぢむ	ちぢんだ	1																							
ちぢかむ	ちぢかんだ	1																							
くりこむ	くりこんだ	1																							
うらやむ	うらやんだ	1																							
おいこむ	おいこんだ	1																							
かんがえこむ	かんがえこんだ	1																							
ききこむ	ききこんだ	1																							
はぐくむ	はぐくんだ	1																							
はごくむ	はごくんだ	1																							
ふくらむ	ふくらんだ	1																							
まいこむ	まいこんだ	1																							
めぐむ	めぐんだ	1																							
さいなむ	さいなんだ	1																							
くるしむ	くるしんだ	1																							
しぼむ	しぼんだ	1																							
おちくぼむ	おちくぼんだ	1																							
おとしこむ	おとしこんだ	1																							
おちこむ	おちこんだ	1																							
さげすむ	さげすんだ	1																							
むしばむ	むしばんだ	1																							
ゆきなやむ	ゆきなやんだ	1																							
みこむ	みこんだ	1																							
のぞきこむ	のぞきこんだ	1																							
したしむ	したしんだ	1																							
ふれこむ	ふれこんだ	1																							
よむ	よんだ	1																							
いぶかしむ	いぶかしんだ	1																							
よみこむ	よみこんだ	1																							
こころむ	こころんだ	1																							
つめこむ	つめこんだ	1																							
はなしこむ	はなしこんだ	1																							
さそいこむ	さそいこんだ	1																							
だんじこむ	だんじこんだ	1																							
せめさいなむ	せめさいなんだ	1																							
あかむ	あかんだ	1																							
あからむ	あからんだ	1																							
はしりこむ	はしりこんだ	1																							
ふむ	ふんだ	1																							
ふみこむ	ふみこんだ	1																							
しゃがむ	しゃがんだ	1																							
けこむ	けこんだ	1																							
おどりこむ	おどりこんだ	1																							
きしむ	きしんだ	1																							
ころがりこむ	ころがりこんだ	1																							
ころげこむ	ころげこんだ	1																							
のめりこむ	のめりこんだ	1																							
こむ	こんだ	1																							
おくりこむ	おくりこんだ	1																							
にげこむ	にげこんだ	1																							
つれこむ	つれこんだ	1																							
すすむ	すすんだ	1																							
はこびこむ	はこびこんだ	1																							
はかりこむ	はかりこんだ	1																							
つりこむ	つりこんだ	1																							
いこむ	いこんだ	1																							
はばむ	はばんだ	1																							
ふりやむ	ふりやんだ	1																							
かすむ	かすんだ	1																							
たのむ	たのんだ	1																							
たのみこむ	たのみこんだ	1																							
とびこむ	とびこんだ	1																							
はむ	はんだ	1																							
くらいこむ	くらいこんだ	1																							
くいこむ	くいこんだ	1																							
のむ	のんだ	1																							
のみこむ	のみこんだ	1																							
なじむ	なじんだ	1																							
かけこむ	かけこんだ	1																							
だましこむ	だましこんだ	1																							
きばむ	きばんだ	1																							
くろずむ	くろずんだ	1																							
だまりこむ	だまりこんだ	1																							
はなじろむ	はなじろんだ	1																							
ひしぬ	ひしんだ	1																							
いぬ	いんだ	1																							
しぬ	しんだ	1																							
ある	あった	1																							
のぼる	のぼった	1																							
あがる	あがった	1																							
うわまわる	うわまわった	1																							
うわずる	うわずった	1																							
ぶらさがる	ぶらさがった	1																							
くりさがる	くりさがった	1																							
さがる	さがった	1																							
したまわる	したまわった	1																							
しもがかる	しもがかった	1																							
さげしぶる	さげしぶった	1																							
げすばる	げすばった	1																							
まずる	まずった	1																							
あずかる	あずかった	1																							
よたる	よたった	1																							
まるまる	まるまった	1																							
のっとる	のっとった	1																							
のりかかる	のりかかった	1																							
のりうつる	のりうつった	1																							
じこる	じこった	1																							
ことたる	ことたった	1																							
まじわる	まじわった	1																							
しあがる	しあがった	1																							
しかかる	しかかった	1																							
つけまわる	つけまわった	1																							
おおせつかる	おおせつかった	1																							
のけぞる	のけぞった	1																							
こる	こった	1																							
つたわる	つたわった	1																							
のびあがる	のびあがった	1																							
よる	よった	1																							
ひくまる	ひくまった	1																							
ふる	ふった	1																							
あまる	あまった	1																							
つくる	つくった	1																							
くしけずる	くしけずった	1																							
おさまる	おさまった	1																							
たおれかかる	たおれかかった	1																							
かたよる	かたよった	1																							
いつわる	いつわった	1																							
そなわる	そなわった	1																							
もうかる	もうかった	1																							
ひかる	ひかった	1																							
いりかわる	いりかわった	1																							
いりびたる	いりびたった	1																							
うつる	うつった	1																							
うつしとる	うつしとった	1																							
こおる	こおった	1																							
くぼまる	くぼまった	1																							
でしゃばる	でしゃばった	1																							
でまわる	でまわった	1																							
でっぱる	でっぱった	1																							
でばる	でばった	1																							
できあがる	できあがった	1																							
でさかる	でさかった	1																							
わかる	わかった	1																							
おとなぶる	おとなぶった	1																							
ぶんどる	ぶんどった	1																							
きれあがる	きれあがった	1																							
きりわる	きりわった	1																							
きりとる	きりとった	1																							
きりかわる	きりかわった	1																							
せっぱつまる	せっぱつまった	1																							
かりとる	かりとった	1																							
すりあがる	すりあがった	1																							
ささる	ささった	1																							
けずる	けずった	1																							
へずる	へずった	1																							
わる	わった	1																							
わりふる	わりふった	1																							
くわわる	くわわった	1																							
おとる	おとった	1																							
たすかる	たすかった	1																							
わきあがる	わきあがった	1																							
いたわる	いたわった	1																							
うごきまわる	うごきまわった	1																							
かんぐる	かんぐった	1																							
かちあがる	かちあがった	1																							
まさる	まさった	1																							
かちとる	かちとった	1																							
かちのこる	かちのこった	1																							
かちほこる	かちほこった	1																							
つのる	つのった	1																							
つとまる	つとまった	1																							
もったいぶる	もったいぶった	1																							
くるまる	くるまった	1																							
さる	さった	1																							
そる	そった	1																							
はぎとる	はぎとった	1																							
とりすがる	とりすがった	1																							
とりさる	とりさった	1																							
とりかかる	とりかかった	1																							
とりちらかる	とりちらかった	1																							
とりしまる	とりしまった	1																							
うかる	うかった	1																							
うけとる	うけとった	1																							
くごもる	くごもった	1																							
たたきわる	たたきわった	1																							
めしあがる	めしあがった	1																							
めしとる	めしとった	1																							
しかる	しかった	1																							
つかさどる	つかさどった	1																							
どもる	どもった	1																							
あわさる	あわさった	1																							
つりさがる	つりさがった	1																							
なのる	なのった	1																							
むきなおる	むきなおった	1																							
すいとる	すいとった	1																							
ふきつのる	ふきつのった	1																							
のる	のった	1																							
さきのこる	さきのこった	1																							
さきほこる	さきほこった	1																							
そそのかる	そそのかった	1																							
うなる	うなった	1																							
よがる	よがった	1																							
かぎとる	かぎとった	1																							
かぎまわる	かぎまわった	1																							
はいまわる	はいまわった	1																							
こまる	こまった	1																							
はかる	はかった	1																							
かたまる	かたまった	1																							
たれさがる	たれさがった	1																							
うまる	うまった	1																							
たまる	たまった	1																							
ふさがる	ふさがった	1																							
うれのこる	うれのこった	1																							
ふとる	ふとった	1																							
たてまつる	たてまつった	1																							
おごる	おごった	1																							
おくまる	おくまった	1																							
うばいさる	うばいさった	1																							
うばいとる	うばいとった	1																							
はじまる	はじまった	1																							
いばりくさる	いばりくさった	1																							
いばる	いばった	1																							
めとる	めとった	1																							
なぶる	なぶった	1																							
まなびとる	まなびとった	1																							
まもる	まもった	1																							
さだまる	さだまった	1																							
